,pokedex_no,pokemon_name,pokemon_type,info,abilities,base_status,weakness_types,height(m),weight(kg)
687,688,Binacle,"['Rock', 'Water']",Two-Handed Pokémon,"['Sniper', 'Tough Claws', 'Pickpocket']",306,"['Grass', 'Electric', 'Fighting', 'Ground']",0.5,31.0
688,689,Barbaracle,"['Rock', 'Water']",Collective Pokémon,"['Sniper', 'Tough Claws', 'Pickpocket']",500,"['Grass', 'Electric', 'Fighting', 'Ground']",1.3,96.0
689,690,Skrelp,"['Poison', 'Water']",Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",320,"['Electric', 'Ground', 'Psychic']",0.5,7.3
690,691,Dragalge,"['Poison', 'Dragon']",Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",494,"['Ice', 'Ground', 'Psychic', 'Dragon']",1.8,81.5
691,692,Clauncher,['Water'],Water Gun Pokémon,['Mega Launcher'],330,"['Grass', 'Electric']",0.5,8.3
692,693,Clawitzer,['Water'],Howitzer Pokémon,['Mega Launcher'],500,"['Grass', 'Electric']",1.3,35.3
693,694,Helioptile,"['Electric', 'Normal']",Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",289,"['Fighting', 'Ground']",0.5,6.0
694,695,Heliolisk,"['Electric', 'Normal']",Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",481,"['Fighting', 'Ground']",1.0,21.0
695,696,Tyrunt,"['Rock', 'Dragon']",Royal Heir Pokémon,"['Strong Jaw', 'Sturdy']",362,"['Ice', 'Fighting', 'Ground', 'Dragon', 'Steel', 'Fairy']",0.8,26.0
696,697,Tyrantrum,"['Rock', 'Dragon']",Despot Pokémon,"['Strong Jaw', 'Rock Head']",521,"['Ice', 'Fighting', 'Ground', 'Dragon', 'Steel', 'Fairy']",2.5,270.0
697,698,Amaura,"['Rock', 'Ice']",Tundra Pokémon,"['Refrigerate', 'Snow Warning']",362,"['Water', 'Grass', 'Fighting', 'Ground', 'Rock', 'Steel']",1.3,25.2
698,699,Aurorus,"['Rock', 'Ice']",Tundra Pokémon,"['Refrigerate', 'Snow Warning']",521,"['Water', 'Grass', 'Fighting', 'Ground', 'Rock', 'Steel']",2.7,225.0
699,700,Sylveon,['Fairy'],Intertwining Pokémon,"['Cute Charm', 'Pixilate']",525,"['Poison', 'Steel']",1.0,23.5
700,701,Hawlucha,"['Fighting', 'Flying']",Wrestling Pokémon,"['Limber', 'Unburden', 'Mold Breaker']",500,"['Electric', 'Ice', 'Flying', 'Psychic', 'Fairy']",0.8,21.5
701,702,Dedenne,"['Electric', 'Fairy']",Antenna Pokémon,"['Cheek Pouch', 'Pickup', 'Plus']",431,"['Poison', 'Ground']",0.2,2.2
702,703,Carbink,"['Rock', 'Fairy']",Jewel Pokémon,"['Clear Body', 'Sturdy']",500,"['Water', 'Grass', 'Ground', 'Steel']",0.3,5.7
703,704,Goomy,['Dragon'],Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",300,"['Ice', 'Dragon', 'Fairy']",0.3,2.8
704,705,Sliggoo,['Dragon'],Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",452,"['Ice', 'Dragon', 'Fairy']",0.8,17.5
705,706,Goodra,['Dragon'],Dragon Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",600,"['Ice', 'Dragon', 'Fairy']",2.0,150.5
706,707,Klefki,"['Steel', 'Fairy']",Key Ring Pokémon,"['Prankster', 'Magician']",470,"['Fire', 'Ground']",0.2,3.0
707,708,Phantump,"['Ghost', 'Grass']",Stump Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",309,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",0.4,7.0
708,709,Trevenant,"['Ghost', 'Grass']",Elder Tree Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",474,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",1.5,71.0
709,710,Pumpkaboo,"['Ghost', 'Grass']",Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",335,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",0.4,5.0
710,711,Gourgeist,"['Ghost', 'Grass']",Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",494,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",0.9,12.5
711,712,Bergmite,['Ice'],Ice Chunk Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",304,"['Fire', 'Fighting', 'Rock', 'Steel']",1.0,99.5
712,713,Avalugg,['Ice'],Iceberg Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",514,"['Fire', 'Fighting', 'Rock', 'Steel']",2.0,505.0
713,714,Noibat,"['Flying', 'Dragon']",Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",245,"['Ice', 'Rock', 'Dragon', 'Fairy']",0.5,8.0
714,715,Noivern,"['Flying', 'Dragon']",Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",535,"['Ice', 'Rock', 'Dragon', 'Fairy']",1.5,85.0
715,716,Xerneas,['Fairy'],Life Pokémon,['Fairy Aura'],680,"['Poison', 'Steel']",3.0,215.0
716,717,Yveltal,"['Dark', 'Flying']",Destruction Pokémon,['Dark Aura'],680,"['Electric', 'Ice', 'Rock', 'Fairy']",5.8,203.0
717,718,Zygarde,"['Dragon', 'Ground']",Order Pokémon,"['Aura Break', 'Power Construct']",600,"['Ice', 'Dragon', 'Fairy']",5.0,305.0
718,719,Diancie,"['Rock', 'Fairy']",Jewel Pokémon,['Clear Body'],600,"['Water', 'Grass', 'Ground', 'Steel']",0.7,8.8
719,720,Hoopa,"['Psychic', 'Ghost']",Mischief Pokémon,['Magician'],600,"['Ghost', 'Dark']",0.5,9.0
720,721,Volcanion,"['Fire', 'Water']",Steam Pokémon,['Water Absorb'],600,"['Electric', 'Ground', 'Rock']",1.7,195.0
721,722,Rowlet,"['Grass', 'Flying']",Grass Quill Pokémon,"['Overgrow', 'Long Reach']",320,"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']",0.3,1.5
722,723,Dartrix,"['Grass', 'Flying']",Blade Quill Pokémon,"['Overgrow', 'Long Reach']",420,"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']",0.7,16.0
723,724,Decidueye,"['Grass', 'Ghost']",Arrow Quill Pokémon,"['Overgrow', 'Long Reach']",530,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",1.6,36.6
724,725,Litten,['Fire'],Fire Cat Pokémon,"['Blaze', 'Intimidate']",320,"['Water', 'Ground', 'Rock']",0.4,4.3
725,726,Torracat,['Fire'],Fire Cat Pokémon,"['Blaze', 'Intimidate']",420,"['Water', 'Ground', 'Rock']",0.7,25.0
726,727,Incineroar,"['Fire', 'Dark']",Heel Pokémon,"['Blaze', 'Intimidate']",530,"['Water', 'Fighting', 'Ground', 'Rock']",1.8,83.0
727,728,Popplio,['Water'],Sea Lion Pokémon,"['Torrent', 'Liquid Voice']",320,"['Grass', 'Electric']",0.4,7.5
728,729,Brionne,['Water'],Pop Star Pokémon,"['Torrent', 'Liquid Voice']",420,"['Grass', 'Electric']",0.6,17.5
729,730,Primarina,"['Water', 'Fairy']",Soloist Pokémon,"['Torrent', 'Liquid Voice']",530,"['Grass', 'Electric', 'Poison']",1.8,44.0
730,731,Pikipek,"['Normal', 'Flying']",Woodpecker Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",265,"['Electric', 'Ice', 'Rock']",0.3,1.2
731,732,Trumbeak,"['Normal', 'Flying']",Bugle Beak Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",355,"['Electric', 'Ice', 'Rock']",0.6,14.8
732,733,Toucannon,"['Normal', 'Flying']",Cannon Pokémon,"['Keen Eye', 'Skill Link', 'Sheer Force']",485,"['Electric', 'Ice', 'Rock']",1.1,26.0
733,734,Yungoos,['Normal'],Loitering Pokémon,"['Strong Jaw', 'Stakeout', 'Adaptability']",253,['Fighting'],0.4,6.0
734,735,Gumshoos,['Normal'],Stakeout Pokémon,"['Strong Jaw', 'Stakeout', 'Adaptability']",418,['Fighting'],0.7,14.2
735,736,Grubbin,['Bug'],Larva Pokémon,['Swarm'],300,"['Fire', 'Flying', 'Rock']",0.4,4.4
736,737,Charjabug,"['Bug', 'Electric']",Battery Pokémon,['Battery'],400,"['Fire', 'Rock']",0.5,10.5
737,738,Vikavolt,"['Bug', 'Electric']",Stag Beetle Pokémon,['Levitate'],500,"['Fire', 'Rock']",1.5,45.0
738,739,Crabrawler,['Fighting'],Boxing Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",338,"['Flying', 'Psychic', 'Fairy']",0.6,7.0
739,740,Crabominable,"['Fighting', 'Ice']",Woolly Crab Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",478,"['Fire', 'Fighting', 'Flying', 'Psychic', 'Steel', 'Fairy']",1.7,180.0
740,741,Oricorio,"['Fire', 'Flying']",Dancing Pokémon,['Dancer'],476,"['Water', 'Electric', 'Rock']",0.6,3.4
741,742,Cutiefly,"['Bug', 'Fairy']",Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",304,"['Fire', 'Poison', 'Flying', 'Rock', 'Steel']",0.1,0.2
742,743,Ribombee,"['Bug', 'Fairy']",Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",464,"['Fire', 'Poison', 'Flying', 'Rock', 'Steel']",0.2,0.5
743,744,Rockruff,['Rock'],Puppy Pokémon,"['Keen Eye', 'Vital Spirit', 'Steadfast']",280,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.5,9.2
744,745,Lycanroc,['Rock'],Wolf Pokémon,"['Keen Eye', 'Sand Rush', 'Steadfast']",487,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.8,25.0
745,746,Wishiwashi,['Water'],Small Fry Pokémon,['Schooling'],175,"['Grass', 'Electric']",0.2,0.3
746,747,Mareanie,"['Poison', 'Water']",Brutal Star Pokémon,"['Merciless', 'Limber', 'Regenerator']",305,"['Electric', 'Ground', 'Psychic']",0.4,8.0
747,748,Toxapex,"['Poison', 'Water']",Brutal Star Pokémon,"['Merciless', 'Limber', 'Regenerator']",495,"['Electric', 'Ground', 'Psychic']",0.7,14.5
748,749,Mudbray,['Ground'],Donkey Pokémon,"['Own Tempo', 'Stamina', 'Inner Focus']",385,"['Water', 'Grass', 'Ice']",1.0,110.0
749,750,Mudsdale,['Ground'],Draft Horse Pokémon,"['Own Tempo', 'Stamina', 'Inner Focus']",500,"['Water', 'Grass', 'Ice']",2.5,920.0
750,751,Dewpider,"['Water', 'Bug']",Water Bubble Pokémon,"['Water Bubble', 'Water Absorb']",269,"['Electric', 'Flying', 'Rock']",0.3,4.0
751,752,Araquanid,"['Water', 'Bug']",Water Bubble Pokémon,"['Water Bubble', 'Water Absorb']",454,"['Electric', 'Flying', 'Rock']",1.8,82.0
752,753,Fomantis,['Grass'],Sickle Grass Pokémon,"['Leaf Guard', 'Contrary']",250,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.3,1.5
753,754,Lurantis,['Grass'],Bloom Sickle Pokémon,"['Leaf Guard', 'Contrary']",480,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.9,18.5
754,755,Morelull,"['Grass', 'Fairy']",Illuminating Pokémon,"['Illuminate', 'Effect Spore', 'Rain Dish']",285,"['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",0.2,1.5
755,756,Shiinotic,"['Grass', 'Fairy']",Illuminating Pokémon,"['Illuminate', 'Effect Spore', 'Rain Dish']",405,"['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",1.0,11.5
756,757,Salandit,"['Poison', 'Fire']",Toxic Lizard Pokémon,"['Corrosion', 'Oblivious']",320,"['Water', 'Ground', 'Psychic', 'Rock']",0.6,4.8
757,758,Salazzle,"['Poison', 'Fire']",Toxic Lizard Pokémon,"['Corrosion', 'Oblivious']",480,"['Water', 'Ground', 'Psychic', 'Rock']",1.2,22.2
758,759,Stufful,"['Normal', 'Fighting']",Flailing Pokémon,"['Fluffy', 'Klutz', 'Cute Charm']",340,"['Fighting', 'Flying', 'Psychic', 'Fairy']",0.5,6.8
759,760,Bewear,"['Normal', 'Fighting']",Strong Arm Pokémon,"['Fluffy', 'Klutz', 'Unnerve']",500,"['Fighting', 'Flying', 'Psychic', 'Fairy']",2.1,135.0
760,761,Bounsweet,['Grass'],Fruit Pokémon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",210,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.3,3.2
761,762,Steenee,['Grass'],Fruit Pokémon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",290,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.7,8.2
762,763,Tsareena,['Grass'],Fruit Pokémon,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",510,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.2,21.4
763,764,Comfey,['Fairy'],Posy Picker Pokémon,"['Flower Veil', 'Triage', 'Natural Cure']",485,"['Poison', 'Steel']",0.1,0.3
764,765,Oranguru,"['Normal', 'Psychic']",Sage Pokémon,"['Inner Focus', 'Telepathy', 'Symbiosis']",490,"['Bug', 'Dark']",1.5,76.0
765,766,Passimian,['Fighting'],Teamwork Pokémon,"['Receiver', 'Defiant']",490,"['Flying', 'Psychic', 'Fairy']",2.0,82.8
766,767,Wimpod,"['Bug', 'Water']",Turn Tail Pokémon,['Wimp Out'],230,"['Electric', 'Flying', 'Rock']",0.5,12.0
767,768,Golisopod,"['Bug', 'Water']",Hard Scale Pokémon,['Emergency Exit'],530,"['Electric', 'Flying', 'Rock']",2.0,108.0
768,769,Sandygast,"['Ghost', 'Ground']",Sand Heap Pokémon,"['Water Compaction', 'Sand Veil']",320,"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",0.5,70.0
769,770,Palossand,"['Ghost', 'Ground']",Sand Castle Pokémon,"['Water Compaction', 'Sand Veil']",480,"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",1.3,250.0
770,771,Pyukumuku,['Water'],Sea Cucumber Pokémon,"['Innards Out', 'Unaware']",410,"['Grass', 'Electric']",0.3,1.2
771,772,type-null,['Normal'],Synthetic Pokémon,['Battle Armor'],534,['Fighting'],1.9,120.5
772,773,Silvally,['Normal'],Synthetic Pokémon,['RKS System'],570,['Fighting'],2.3,100.5
773,774,Minior,"['Rock', 'Flying']",Meteor Pokémon,['Shields Down'],440,"['Water', 'Electric', 'Ice', 'Rock', 'Steel']",0.3,40.0
774,775,Komala,['Normal'],Drowsing Pokémon,['Comatose'],480,['Fighting'],0.4,19.9
775,776,Turtonator,"['Fire', 'Dragon']",Blast Turtle Pokémon,['Shell Armor'],485,"['Ground', 'Rock', 'Dragon']",2.0,212.0
776,777,Togedemaru,"['Electric', 'Steel']",Roly-Poly Pokémon,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",435,"['Fire', 'Fighting', 'Ground']",0.3,3.3
777,778,Mimikyu,"['Ghost', 'Fairy']",Disguise Pokémon,['Disguise'],476,"['Ghost', 'Steel']",0.2,0.7
778,779,Bruxish,"['Water', 'Psychic']",Gnash Teeth Pokémon,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",475,"['Grass', 'Electric', 'Bug', 'Ghost', 'Dark']",0.9,19.0
779,780,Drampa,"['Normal', 'Dragon']",Placid Pokémon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",485,"['Ice', 'Fighting', 'Dragon', 'Fairy']",3.0,185.0
780,781,Dhelmise,"['Ghost', 'Grass']",Sea Creeper Pokémon,['Steelworker'],517,"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",3.9,210.0
781,782,Jangmo-o,['Dragon'],Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",300,"['Ice', 'Dragon', 'Fairy']",0.6,29.7
782,783,Hakamo-o,"['Dragon', 'Fighting']",Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",420,"['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']",1.2,47.0
783,784,Kommo-o,"['Dragon', 'Fighting']",Scaly Pokémon,"['Bulletproof', 'Soundproof', 'Overcoat']",600,"['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']",1.6,78.2
784,785,Tapu-koko,"['Electric', 'Fairy']",Land Spirit Pokémon,"['Electric Surge', 'Telepathy']",570,"['Poison', 'Ground']",1.8,20.5
785,786,Tapu-lele,"['Psychic', 'Fairy']",Land Spirit Pokémon,"['Psychic Surge', 'Telepathy']",570,"['Poison', 'Ghost', 'Steel']",1.2,18.6
786,787,Tapu-bulu,"['Grass', 'Fairy']",Land Spirit Pokémon,"['Grassy Surge', 'Telepathy']",570,"['Fire', 'Ice', 'Flying', 'Steel']",1.9,45.5
787,788,Tapu-fini,"['Water', 'Fairy']",Land Spirit Pokémon,"['Misty Surge', 'Telepathy']",570,"['Grass', 'Electric', 'Poison']",1.3,21.2
788,789,Cosmog,['Psychic'],Nebula Pokémon,['Unaware'],200,"['Bug', 'Ghost', 'Dark']",0.2,0.1
789,790,Cosmoem,['Psychic'],Protostar Pokémon,['Sturdy'],400,"['Bug', 'Ghost', 'Dark']",0.1,999.9
790,791,Solgaleo,"['Psychic', 'Steel']",Sunne Pokémon,['Full Metal Body'],680,"['Fire', 'Ground', 'Ghost', 'Dark']",3.4,230.0
791,792,Lunala,"['Psychic', 'Ghost']",Moone Pokémon,['Shadow Shield'],680,"['Ghost', 'Dark']",4.0,120.0
792,793,Nihilego,"['Rock', 'Poison']",Parasite Pokémon,['Beast Boost'],570,"['Water', 'Ground', 'Psychic', 'Steel']",1.2,55.5
793,794,Buzzwole,"['Bug', 'Fighting']",Swollen Pokémon,['Beast Boost'],570,"['Fire', 'Flying', 'Psychic', 'Fairy']",2.4,333.6
794,795,Pheromosa,"['Bug', 'Fighting']",Lissome Pokémon,['Beast Boost'],570,"['Fire', 'Flying', 'Psychic', 'Fairy']",1.8,25.0
795,796,Xurkitree,['Electric'],Glowing Pokémon,['Beast Boost'],570,['Ground'],3.8,100.0
796,797,Celesteela,"['Steel', 'Flying']",Launch Pokémon,['Beast Boost'],570,"['Fire', 'Electric']",9.2,999.9
797,798,Kartana,"['Grass', 'Steel']",Drawn Sword Pokémon,['Beast Boost'],570,"['Fire', 'Fighting']",0.3,0.1
798,799,Guzzlord,"['Dark', 'Dragon']",Junkivore Pokémon,['Beast Boost'],570,"['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']",5.5,888.0
799,800,Necrozma,['Psychic'],Prism Pokémon,['Prism Armor'],600,"['Bug', 'Ghost', 'Dark']",2.4,230.0
800,801,Magearna,"['Steel', 'Fairy']",Artificial Pokémon,['Soul-Heart'],600,"['Fire', 'Ground']",1.0,80.5
801,802,Marshadow,"['Fighting', 'Ghost']",Gloomdweller Pokémon,['Technician'],600,"['Flying', 'Psychic', 'Ghost', 'Fairy']",0.7,22.2
802,803,Poipole,['Poison'],Poison Pin Pokémon,['Beast Boost'],420,"['Ground', 'Psychic']",0.6,1.8
803,804,Naganadel,"['Poison', 'Dragon']",Poison Pin Pokémon,['Beast Boost'],540,"['Ice', 'Ground', 'Psychic', 'Dragon']",3.6,150.0
804,805,Stakataka,"['Rock', 'Steel']",Rampart Pokémon,['Beast Boost'],570,"['Water', 'Fighting', 'Ground']",5.5,820.0
805,806,Blacephalon,"['Fire', 'Ghost']",Fireworks Pokémon,['Beast Boost'],570,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",1.8,13.0
806,807,Zeraora,['Electric'],Thunderclap Pokémon,['Volt Absorb'],600,['Ground'],1.5,44.5
807,808,Meltan,['Steel'],Hex Nut Pokémon,['Magnet Pull'],300,"['Fire', 'Fighting', 'Ground']",0.2,8.0
808,809,Melmetal,['Steel'],Hex Nut Pokémon,['Iron Fist'],600,"['Fire', 'Fighting', 'Ground']",2.5,800.0
809,810,Grookey,['Grass'],Chimp Pokémon,"['Overgrow', 'Grassy Surge']",310,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.3,5.0
810,811,Thwackey,['Grass'],Beat Pokémon,"['Overgrow', 'Grassy Surge']",420,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.7,14.0
811,812,Rillaboom,['Grass'],Drummer Pokémon,"['Overgrow', 'Grassy Surge']",530,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",2.1,90.0
812,813,Scorbunny,['Fire'],Rabbit Pokémon,"['Blaze', 'Libero']",310,"['Water', 'Ground', 'Rock']",0.3,4.5
813,814,Raboot,['Fire'],Rabbit Pokémon,"['Blaze', 'Libero']",420,"['Water', 'Ground', 'Rock']",0.6,9.0
814,815,Cinderace,['Fire'],Striker Pokémon,"['Blaze', 'Libero']",530,"['Water', 'Ground', 'Rock']",1.4,33.0
815,816,Sobble,['Water'],Water Lizard Pokémon,"['Torrent', 'Sniper']",310,"['Grass', 'Electric']",0.3,4.0
816,817,Drizzile,['Water'],Water lizard Pokémon,"['Torrent', 'Sniper']",420,"['Grass', 'Electric']",0.7,11.5
817,818,Inteleon,['Water'],Secret Agent Pokémon,"['Torrent', 'Sniper']",530,"['Grass', 'Electric']",1.9,45.2
818,819,Skwovet,['Normal'],Cheeky Pokémon,"['Cheek Pouch', 'Gluttony']",275,['Fighting'],0.3,2.5
819,820,Greedent,['Normal'],Greedy Pokémon,"['Cheek Pouch', 'Gluttony']",460,['Fighting'],0.6,6.0
820,821,Rookidee,['Flying'],Tiny Bird Pokémon,"['Keen Eye', 'Unnerve', 'Big Pecks']",245,"['Electric', 'Ice', 'Rock']",0.2,1.8
821,822,Corvisquire,['Flying'],Raven Pokémon,"['Keen Eye', 'Unnerve', 'Big Pecks']",365,"['Electric', 'Ice', 'Rock']",0.8,16.0
822,823,Corviknight,"['Flying', 'Steel']",Raven Pokémon,"['Pressure', 'Unnerve', 'Mirror Armor']",495,"['Fire', 'Electric']",2.2,75.0
823,824,Blipbug,['Bug'],Larva Pokémon,"['Swarm', 'Compound Eyes', 'Telepathy']",180,"['Fire', 'Flying', 'Rock']",0.4,8.0
824,825,Dottler,"['Bug', 'Psychic']",Radome Pokémon,"['Swarm', 'Compound Eyes', 'Telepathy']",335,"['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']",0.4,19.5
825,826,Orbeetle,"['Bug', 'Psychic']",Seven Spot Pokémon,"['Swarm', 'Frisk', 'Telepathy']",505,"['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']",0.4,40.8
826,827,Nickit,['Dark'],Fox Pokémon,"['Run Away', 'Unburden', 'Stakeout']",245,"['Fighting', 'Bug', 'Fairy']",0.6,8.9
827,828,Thievul,['Dark'],Fox Pokémon,"['Run Away', 'Unburden', 'Stakeout']",455,"['Fighting', 'Bug', 'Fairy']",1.2,19.9
828,829,Gossifleur,['Grass'],Flowering Pokémon,"['Cotton Down', 'Regenerator', 'Effect Spore']",250,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.4,2.2
829,830,Eldegoss,['Grass'],Cotton Bloom Pokémon,"['Cotton Down', 'Regenerator', 'Effect Spore']",460,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.5,2.5
830,831,Wooloo,['Normal'],Sheep Pokémon,"['Fluffy', 'Run Away', 'Bulletproof']",270,['Fighting'],0.6,6.0
831,832,Dubwool,['Normal'],Sheep Pokémon,"['Fluffy', 'Steadfast', 'Bulletproof']",490,['Fighting'],1.3,43.0
832,833,Chewtle,['Water'],Snapping Pokémon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",284,"['Grass', 'Electric']",0.3,8.5
833,834,Drednaw,"['Water', 'Rock']",Bite Pokémon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",485,"['Grass', 'Electric', 'Fighting', 'Ground']",1.0,115.5
834,835,Yamper,['Electric'],Puppy Pokémon,"['Ball Fetch', 'Rattled']",270,['Ground'],0.3,13.5
835,836,Boltund,['Electric'],Dog Pokémon,"['Strong Jaw', 'Competitive']",490,['Ground'],1.0,34.0
836,837,Rolycoly,['Rock'],Coal Pokémon,"['Steam Engine', 'Heatproof', 'Flash Fire']",240,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.3,12.0
837,838,Carkol,"['Rock', 'Fire']",Coal Pokémon,"['Steam Engine', 'Flame Body', 'Flash Fire']",410,"['Water', 'Fighting', 'Ground', 'Rock']",1.1,78.0
838,839,Coalossal,"['Rock', 'Fire']",Coal Pokémon,"['Steam Engine', 'Flame Body', 'Flash Fire']",510,"['Water', 'Fighting', 'Ground', 'Rock']",2.8,310.5
839,840,Applin,"['Grass', 'Dragon']",Apple Core Pokémon,"['Ripen', 'Gluttony', 'Bulletproof']",260,"['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",0.2,0.5
840,841,Flapple,"['Grass', 'Dragon']",Apple Wing Pokémon,"['Ripen', 'Gluttony', 'Hustle']",485,"['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",0.3,1.0
841,842,Appletun,"['Grass', 'Dragon']",Apple Nectar Pokémon,"['Ripen', 'Gluttony', 'Thick Fat']",485,"['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",0.4,13.0
842,843,Silicobra,['Ground'],Sand Snake Pokémon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",315,"['Water', 'Grass', 'Ice']",2.2,7.6
843,844,Sandaconda,['Ground'],Sand Snake Pokémon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",510,"['Water', 'Grass', 'Ice']",3.8,65.5
844,845,Cramorant,"['Flying', 'Water']",Gulp Pokémon,['Gulp Missile'],475,"['Electric', 'Rock']",0.8,18.0
845,846,Arrokuda,['Water'],Rush Pokémon,"['Swift Swim', 'Propeller Tail']",280,"['Grass', 'Electric']",0.5,1.0
846,847,Barraskewda,['Water'],Skewer Pokémon,"['Swift Swim', 'Propeller Tail']",490,"['Grass', 'Electric']",1.3,30.0
847,848,Toxel,"['Electric', 'Poison']",Baby Pokémon,"['Rattled', 'Static', 'Klutz']",242,"['Ground', 'Psychic']",0.4,11.0
848,849,Toxtricity,"['Electric', 'Poison']",Punk Pokémon,"['Punk Rock', 'Plus', 'Technician']",502,"['Ground', 'Psychic']",1.6,40.0
849,850,Sizzlipede,"['Fire', 'Bug']",Radiator Pokémon,"['Flash Fire', 'White Smoke', 'Flame Body']",305,"['Water', 'Flying', 'Rock']",0.7,1.0
850,851,Centiskorch,"['Fire', 'Bug']",Radiator Pokémon,"['Flash Fire', 'White Smoke', 'Flame Body']",525,"['Water', 'Flying', 'Rock']",3.0,120.0
851,852,Clobbopus,['Fighting'],Tantrum Pokémon,"['Limber', 'Technician']",310,"['Flying', 'Psychic', 'Fairy']",0.6,4.0
852,853,Grapploct,['Fighting'],Tantrum Pokémon,"['Limber', 'Technician']",480,"['Flying', 'Psychic', 'Fairy']",1.6,39.0
853,854,Sinistea,['Ghost'],Black Tea Pokémon,"['Weak Armor', 'Cursed Body']",308,"['Ghost', 'Dark']",0.1,0.2
854,855,Polteageist,['Ghost'],Black Tea Pokémon,"['Weak Armor', 'Cursed Body']",508,"['Ghost', 'Dark']",0.2,0.4
855,856,Hatenna,['Psychic'],Calm Pokémon,"['Healer', 'Anticipation', 'Magic Bounce']",265,"['Bug', 'Ghost', 'Dark']",0.4,3.4
856,857,Hattrem,['Psychic'],Serene Pokémon,"['Healer', 'Anticipation', 'Magic Bounce']",370,"['Bug', 'Ghost', 'Dark']",0.6,4.8
